"","State","Year","HDI"
"634","Kerala",2011,0.718
"635","Kerala",2012,0.723
"636","Kerala",2013,0.73
"637","Kerala",2014,0.741
"638","Kerala",2015,0.75
"639","Kerala",2016,0.761
"640","Kerala",2017,0.762
"641","Kerala",2018,0.755
"642","Kerala",2019,0.751
"643","Kerala",2020,0.751
"644","Kerala",2021,0.745
"645","Kerala",2022,0.758
"646","Kerala",2023,0.75875
"647","Kerala",2024,0.7595
"648","Kerala",2025,0.76025
"649","Lakshadweep",1990,0.695
"650","Lakshadweep",1991,0.699
"651","Lakshadweep",1992,0.706
"652","Lakshadweep",1993,0.7
"653","Lakshadweep",1994,0.697
"654","Lakshadweep",1995,0.694
"655","Lakshadweep",1996,0.693
"656","Lakshadweep",1997,0.691
"657","Lakshadweep",1998,0.69
"658","Lakshadweep",1999,0.691
"659","Lakshadweep",2000,0.694
"660","Lakshadweep",2001,0.695
"661","Lakshadweep",2002,0.698
"662","Lakshadweep",2003,0.709
"663","Lakshadweep",2004,0.715
"664","Lakshadweep",2005,0.721
"665","Lakshadweep",2006,0.728
"666","Lakshadweep",2007,0.723
"667","Lakshadweep",2008,0.717
"668","Lakshadweep",2009,0.709
"669","Lakshadweep",2010,0.707
"670","Lakshadweep",2011,0.71
"671","Lakshadweep",2012,0.706
"672","Lakshadweep",2013,0.71
"673","Lakshadweep",2014,0.718
"674","Lakshadweep",2015,0.723
"675","Lakshadweep",2016,0.732
"676","Lakshadweep",2017,0.729
"677","Lakshadweep",2018,0.719
"678","Lakshadweep",2019,0.712
"679","Lakshadweep",2020,0.713
"680","Lakshadweep",2021,0.706
"681","Lakshadweep",2022,0.719
"682","Lakshadweep",2023,0.719
"683","Lakshadweep",2024,0.719
"684","Lakshadweep",2025,0.719
"685","Madhya Pradesh",1990,0.408
"686","Madhya Pradesh",1991,0.41
"687","Madhya Pradesh",1992,0.415
"688","Madhya Pradesh",1993,0.418
"689","Madhya Pradesh",1994,0.422
"690","Madhya Pradesh",1995,0.427
"691","Madhya Pradesh",1996,0.432
"692","Madhya Pradesh",1997,0.436
"693","Madhya Pradesh",1998,0.44
"694","Madhya Pradesh",1999,0.446
"695","Madhya Pradesh",2000,0.452
"696","Madhya Pradesh",2001,0.456
"697","Madhya Pradesh",2002,0.463
"698","Madhya Pradesh",2003,0.475
"699","Madhya Pradesh",2004,0.484
"700","Madhya Pradesh",2005,0.493
"701","Madhya Pradesh",2006,0.503
"702","Madhya Pradesh",2007,0.51
"703","Madhya Pradesh",2008,0.516
"704","Madhya Pradesh",2009,0.52
"705","Madhya Pradesh",2010,0.528
"706","Madhya Pradesh",2011,0.54
"707","Madhya Pradesh",2012,0.547
"708","Madhya Pradesh",2013,0.555
"709","Madhya Pradesh",2014,0.567
"710","Madhya Pradesh",2015,0.577
"711","Madhya Pradesh",2016,0.589
"712","Madhya Pradesh",2017,0.598
"713","Madhya Pradesh",2018,0.6
"714","Madhya Pradesh",2019,0.605
"715","Madhya Pradesh",2020,0.605
"716","Madhya Pradesh",2021,0.599
"717","Madhya Pradesh",2022,0.611
"718","Madhya Pradesh",2023,0.61375
"719","Madhya Pradesh",2024,0.6165
"720","Madhya Pradesh",2025,0.61925
"721","Maharashtra",1990,0.498
"722","Maharashtra",1991,0.501
"723","Maharashtra",1992,0.507
"724","Maharashtra",1993,0.511
"725","Maharashtra",1994,0.515
"726","Maharashtra",1995,0.521
"727","Maharashtra",1996,0.527
"728","Maharashtra",1997,0.532
"729","Maharashtra",1998,0.538
"730","Maharashtra",1999,0.545
"731","Maharashtra",2000,0.551
"732","Maharashtra",2001,0.556
"733","Maharashtra",2002,0.563
"734","Maharashtra",2003,0.577
"735","Maharashtra",2004,0.586
"736","Maharashtra",2005,0.596
"737","Maharashtra",2006,0.606
"738","Maharashtra",2007,0.615
"739","Maharashtra",2008,0.621
"740","Maharashtra",2009,0.626
"741","Maharashtra",2010,0.636
"742","Maharashtra",2011,0.649
"743","Maharashtra",2012,0.657
"744","Maharashtra",2013,0.66
"745","Maharashtra",2014,0.668
"746","Maharashtra",2015,0.672
"747","Maharashtra",2016,0.68
"748","Maharashtra",2017,0.687
"749","Maharashtra",2018,0.686
"750","Maharashtra",2019,0.689
"751","Maharashtra",2020,0.689
"752","Maharashtra",2021,0.683
"753","Maharashtra",2022,0.695
"754","Maharashtra",2023,0.69725
"755","Maharashtra",2024,0.6995
"756","Maharashtra",2025,0.70175
"757","Manipur",1990,0.5
"758","Manipur",1991,0.503
"759","Manipur",1992,0.509
"760","Manipur",1993,0.512
"761","Manipur",1994,0.517
"762","Manipur",1995,0.522
"763","Manipur",1996,0.528
"764","Manipur",1997,0.533
"765","Manipur",1998,0.54
"766","Manipur",1999,0.547
"767","Manipur",2000,0.552
"768","Manipur",2001,0.556
"769","Manipur",2002,0.562
"770","Manipur",2003,0.574
"771","Manipur",2004,0.582
"772","Manipur",2005,0.591
"773","Manipur",2006,0.6
"774","Manipur",2007,0.619
"775","Manipur",2008,0.636
"776","Manipur",2009,0.652
"777","Manipur",2010,0.672
"778","Manipur",2011,0.696
"779","Manipur",2012,0.714
"780","Manipur",2013,0.703
"781","Manipur",2014,0.695
"782","Manipur",2015,0.686
"783","Manipur",2016,0.678
"784","Manipur",2017,0.682
"785","Manipur",2018,0.678
"786","Manipur",2019,0.676
"787","Manipur",2020,0.676
"788","Manipur",2021,0.671
"789","Manipur",2022,0.683
"790","Manipur",2023,0.68425
"791","Manipur",2024,0.6855
"792","Manipur",2025,0.68675
"793","Meghalaya",1990,0.461
"794","Meghalaya",1991,0.464
"795","Meghalaya",1992,0.469
"796","Meghalaya",1993,0.467
"797","Meghalaya",1994,0.465
"798","Meghalaya",1995,0.465
"799","Meghalaya",1996,0.464
"800","Meghalaya",1997,0.462
"801","Meghalaya",1998,0.461
"802","Meghalaya",1999,0.461
"803","Meghalaya",2000,0.47
"804","Meghalaya",2001,0.477
"805","Meghalaya",2002,0.487
"806","Meghalaya",2003,0.502
"807","Meghalaya",2004,0.514
"808","Meghalaya",2005,0.526
"809","Meghalaya",2006,0.538
"810","Meghalaya",2007,0.558
"811","Meghalaya",2008,0.575
"812","Meghalaya",2009,0.591
"813","Meghalaya",2010,0.611
"814","Meghalaya",2011,0.634
"815","Meghalaya",2012,0.652
"816","Meghalaya",2013,0.646
"817","Meghalaya",2014,0.645
"818","Meghalaya",2015,0.641
"819","Meghalaya",2016,0.64
"820","Meghalaya",2017,0.645
"821","Meghalaya",2018,0.642
"822","Meghalaya",2019,0.643
"823","Meghalaya",2020,0.643
"824","Meghalaya",2021,0.637
"825","Meghalaya",2022,0.65
"826","Meghalaya",2023,0.652
"827","Meghalaya",2024,0.654
"828","Meghalaya",2025,0.656
"829","Mizoram",1990,0.532
"830","Mizoram",1991,0.535
"831","Mizoram",1992,0.541
"832","Mizoram",1993,0.541
"833","Mizoram",1994,0.542
"834","Mizoram",1995,0.543
"835","Mizoram",1996,0.546
"836","Mizoram",1997,0.547
"837","Mizoram",1998,0.55
"838","Mizoram",1999,0.553
"839","Mizoram",2000,0.563
"840","Mizoram",2001,0.571
"841","Mizoram",2002,0.581
"842","Mizoram",2003,0.598
"843","Mizoram",2004,0.611
"844","Mizoram",2005,0.624
"845","Mizoram",2006,0.637
"846","Mizoram",2007,0.648
"847","Mizoram",2008,0.657
"848","Mizoram",2009,0.664
"849","Mizoram",2010,0.676
"850","Mizoram",2011,0.693
"851","Mizoram",2012,0.703
"852","Mizoram",2013,0.697
"853","Mizoram",2014,0.694
"854","Mizoram",2015,0.689
"855","Mizoram",2016,0.687
"856","Mizoram",2017,0.696
"857","Mizoram",2018,0.698
"858","Mizoram",2019,0.703
"859","Mizoram",2020,0.703
"860","Mizoram",2021,0.697
"861","Mizoram",2022,0.709
"862","Mizoram",2023,0.71175
"863","Mizoram",2024,0.7145
"864","Mizoram",2025,0.71725
"865","Nagaland",1990,0.539
"866","Nagaland",1991,0.542
"867","Nagaland",1992,0.548
"868","Nagaland",1993,0.541
"869","Nagaland",1994,0.535
"870","Nagaland",1995,0.53
"871","Nagaland",1996,0.526
"872","Nagaland",1997,0.521
"873","Nagaland",1998,0.516
"874","Nagaland",1999,0.513
"875","Nagaland",2000,0.516
"876","Nagaland",2001,0.519
"877","Nagaland",2002,0.524
"878","Nagaland",2003,0.536
"879","Nagaland",2004,0.543
"880","Nagaland",2005,0.55
"881","Nagaland",2006,0.558
"882","Nagaland",2007,0.583
"883","Nagaland",2008,0.605
"884","Nagaland",2009,0.626
"885","Nagaland",2010,0.651
"886","Nagaland",2011,0.68
"887","Nagaland",2012,0.703
"888","Nagaland",2013,0.69
"889","Nagaland",2014,0.682
"890","Nagaland",2015,0.671
"891","Nagaland",2016,0.662
"892","Nagaland",2017,0.669
"893","Nagaland",2018,0.669
"894","Nagaland",2019,0.672
"895","Nagaland",2020,0.672
"896","Nagaland",2021,0.667
"897","Nagaland",2022,0.679
"898","Nagaland",2023,0.6815
"899","Nagaland",2024,0.684
"900","Nagaland",2025,0.6865
"901","Odisha",1990,0.403
"902","Odisha",1991,0.405
"903","Odisha",1992,0.409
"904","Odisha",1993,0.413
"905","Odisha",1994,0.418
"906","Odisha",1995,0.423
"907","Odisha",1996,0.43
"908","Odisha",1997,0.434
"909","Odisha",1998,0.44
"910","Odisha",1999,0.447
"911","Odisha",2000,0.451
"912","Odisha",2001,0.455
"913","Odisha",2002,0.46
"914","Odisha",2003,0.472
"915","Odisha",2004,0.479
"916","Odisha",2005,0.487
"917","Odisha",2006,0.495
"918","Odisha",2007,0.504
"919","Odisha",2008,0.511
"920","Odisha",2009,0.517
"921","Odisha",2010,0.527
"922","Odisha",2011,0.54
"923","Odisha",2012,0.548
"924","Odisha",2013,0.556
"925","Odisha",2014,0.568
"926","Odisha",2015,0.578
"927","Odisha",2016,0.59
"928","Odisha",2017,0.598
"929","Odisha",2018,0.599
"930","Odisha",2019,0.603
"931","Odisha",2020,0.603
"932","Odisha",2021,0.598
"933","Odisha",2022,0.61
"934","Odisha",2023,0.61275
"935","Odisha",2024,0.6155
"936","Odisha",2025,0.61825
"937","Puducherry",1990,0.711
"938","Puducherry",1991,0.716
"939","Puducherry",1992,0.723
"940","Puducherry",1993,0.725
"941","Puducherry",1994,0.722
"942","Puducherry",1995,0.719
"943","Puducherry",1996,0.718
"944","Puducherry",1997,0.716
"945","Puducherry",1998,0.715
"946","Puducherry",1999,0.717
"947","Puducherry",2000,0.719
"948","Puducherry",2001,0.72
"949","Puducherry",2002,0.723
"950","Puducherry",2003,0.735
"951","Puducherry",2004,0.741
"952","Puducherry",2005,0.748
"953","Puducherry",2006,0.754
"954","Puducherry",2007,0.749
"955","Puducherry",2008,0.743
"956","Puducherry",2009,0.735
"957","Puducherry",2010,0.732
"958","Puducherry",2011,0.735
"959","Puducherry",2012,0.732
"960","Puducherry",2013,0.727
"961","Puducherry",2014,0.726
"962","Puducherry",2015,0.722
"963","Puducherry",2016,0.721
"964","Puducherry",2017,0.729
"965","Puducherry",2018,0.731
"966","Puducherry",2019,0.735
"967","Puducherry",2020,0.735
"968","Puducherry",2021,0.729
"969","Puducherry",2022,0.741
"970","Puducherry",2023,0.7435
"971","Puducherry",2024,0.746
"972","Puducherry",2025,0.7485
"973","Punjab",1990,0.502
"974","Punjab",1991,0.505
"975","Punjab",1992,0.51
"976","Punjab",1993,0.517
"977","Punjab",1994,0.524
"978","Punjab",1995,0.532
"979","Punjab",1996,0.541
"980","Punjab",1997,0.549
"981","Punjab",1998,0.558
"982","Punjab",1999,0.568
"983","Punjab",2000,0.572
"984","Punjab",2001,0.575
"985","Punjab",2002,0.58
"986","Punjab",2003,0.593
"987","Punjab",2004,0.6
"988","Punjab",2005,0.608
"989","Punjab",2006,0.616
"990","Punjab",2007,0.626
"991","Punjab",2008,0.633
"992","Punjab",2009,0.638
"993","Punjab",2010,0.648
"994","Punjab",2011,0.662
"995","Punjab",2012,0.67
"996","Punjab",2013,0.677
"997","Punjab",2014,0.687
"998","Punjab",2015,0.695
"999","Punjab",2016,0.706
"1000","Punjab",2017,0.705
"1001","Punjab",2018,0.696
"1002","Punjab",2019,0.691
"1003","Punjab",2020,0.692
"1004","Punjab",2021,0.685
"1005","Punjab",2022,0.698
"1006","Punjab",2023,0.6985
"1007","Punjab",2024,0.699
"1008","Punjab",2025,0.6995
"1009","Rajasthan",1990,0.406
"1010","Rajasthan",1991,0.408
"1011","Rajasthan",1992,0.413
"1012","Rajasthan",1993,0.418
"1013","Rajasthan",1994,0.424
"1014","Rajasthan",1995,0.431
"1015","Rajasthan",1996,0.438
"1016","Rajasthan",1997,0.443
"1017","Rajasthan",1998,0.449
"1018","Rajasthan",1999,0.457
"1019","Rajasthan",2000,0.462
"1020","Rajasthan",2001,0.466
"1021","Rajasthan",2002,0.472
"1022","Rajasthan",2003,0.485
"1023","Rajasthan",2004,0.494
"1024","Rajasthan",2005,0.503
"1025","Rajasthan",2006,0.512
"1026","Rajasthan",2007,0.52
"1027","Rajasthan",2008,0.526
"1028","Rajasthan",2009,0.53
"1029","Rajasthan",2010,0.539
"1030","Rajasthan",2011,0.552
"1031","Rajasthan",2012,0.559
"1032","Rajasthan",2013,0.57
"1033","Rajasthan",2014,0.585
"1034","Rajasthan",2015,0.598
"1035","Rajasthan",2016,0.614
"1036","Rajasthan",2017,0.628
"1037","Rajasthan",2018,0.635
"1038","Rajasthan",2019,0.645
"1039","Rajasthan",2020,0.645
"1040","Rajasthan",2021,0.64
"1041","Rajasthan",2022,0.652
"1042","Rajasthan",2023,0.65625
"1043","Rajasthan",2024,0.6605
"1044","Rajasthan",2025,0.66475
"1045","Sikkim",1990,0.546
"1046","Sikkim",1991,0.549
"1047","Sikkim",1992,0.555
"1048","Sikkim",1993,0.549
"1049","Sikkim",1994,0.545
"1050","Sikkim",1995,0.542
"1051","Sikkim",1996,0.541
"1052","Sikkim",1997,0.538
"1053","Sikkim",1998,0.536
"1054","Sikkim",1999,0.536
"1055","Sikkim",2000,0.542
"1056","Sikkim",2001,0.546
"1057","Sikkim",2002,0.553
"1058","Sikkim",2003,0.567
"1059","Sikkim",2004,0.576
"1060","Sikkim",2005,0.585
"1061","Sikkim",2006,0.594
"1062","Sikkim",2007,0.603
"1063","Sikkim",2008,0.61
"1064","Sikkim",2009,0.615
"1065","Sikkim",2010,0.625
"1066","Sikkim",2011,0.638
"1067","Sikkim",2012,0.645
"1068","Sikkim",2013,0.656
"1069","Sikkim",2014,0.672
"1070","Sikkim",2015,0.684
"1071","Sikkim",2016,0.7
"1072","Sikkim",2017,0.706
"1073","Sikkim",2018,0.704
"1074","Sikkim",2019,0.705
"1075","Sikkim",2020,0.705
"1076","Sikkim",2021,0.699
"1077","Sikkim",2022,0.712
"1078","Sikkim",2023,0.714
"1079","Sikkim",2024,0.716
"1080","Sikkim",2025,0.718
"1081","Tamil Nadu",1990,0.476
"1082","Tamil Nadu",1991,0.478
"1083","Tamil Nadu",1992,0.484
"1084","Tamil Nadu",1993,0.488
"1085","Tamil Nadu",1994,0.494
"1086","Tamil Nadu",1995,0.5
"1087","Tamil Nadu",1996,0.507
"1088","Tamil Nadu",1997,0.513
"1089","Tamil Nadu",1998,0.519
"1090","Tamil Nadu",1999,0.528
"1091","Tamil Nadu",2000,0.536
"1092","Tamil Nadu",2001,0.543
"1093","Tamil Nadu",2002,0.552
"1094","Tamil Nadu",2003,0.569
"1095","Tamil Nadu",2004,0.581
"1096","Tamil Nadu",2005,0.593
"1097","Tamil Nadu",2006,0.606
"1098","Tamil Nadu",2007,0.615
"1099","Tamil Nadu",2008,0.622
"1100","Tamil Nadu",2009,0.628
"1101","Tamil Nadu",2010,0.638
"1102","Tamil Nadu",2011,0.653
"1103","Tamil Nadu",2012,0.662
"1104","Tamil Nadu",2013,0.667
"1105","Tamil Nadu",2014,0.676
"1106","Tamil Nadu",2015,0.682
"1107","Tamil Nadu",2016,0.691
"1108","Tamil Nadu",2017,0.693
"1109","Tamil Nadu",2018,0.687
"1110","Tamil Nadu",2019,0.685
"1111","Tamil Nadu",2020,0.685
"1112","Tamil Nadu",2021,0.679
"1113","Tamil Nadu",2022,0.692
"1114","Tamil Nadu",2023,0.69325
"1115","Tamil Nadu",2024,0.6945
"1116","Tamil Nadu",2025,0.69575
"1117","Telangana",1990,0.624
"1118","Telangana",1991,0.628
"1119","Telangana",1992,0.634
"1120","Telangana",1993,0.628
"1121","Telangana",1994,0.624
"1122","Telangana",1995,0.621
"1123","Telangana",1996,0.619
"1124","Telangana",1997,0.617
"1125","Telangana",1998,0.615
"1126","Telangana",1999,0.615
"1127","Telangana",2000,0.617
"1128","Telangana",2001,0.618
"1129","Telangana",2002,0.621
"1130","Telangana",2003,0.632
"1131","Telangana",2004,0.637
"1132","Telangana",2005,0.643
"1133","Telangana",2006,0.649
"1134","Telangana",2007,0.644
"1135","Telangana",2008,0.638
"1136","Telangana",2009,0.63
"1137","Telangana",2010,0.628
"1138","Telangana",2011,0.63
"1139","Telangana",2012,0.627
"1140","Telangana",2013,0.63
"1141","Telangana",2014,0.638
"1142","Telangana",2015,0.644
"1143","Telangana",2016,0.653
"1144","Telangana",2017,0.657
"1145","Telangana",2018,0.653
"1146","Telangana",2019,0.653
"1147","Telangana",2020,0.653
"1148","Telangana",2021,0.647
"1149","Telangana",2022,0.66
"1150","Telangana",2023,0.66175
"1151","Telangana",2024,0.6635
"1152","Telangana",2025,0.66525
"1153","Tripura",1990,0.45
"1154","Tripura",1991,0.452
"1155","Tripura",1992,0.458
"1156","Tripura",1993,0.465
"1157","Tripura",1994,0.474
"1158","Tripura",1995,0.483
"1159","Tripura",1996,0.493
"1160","Tripura",1997,0.501
"1161","Tripura",1998,0.511
"1162","Tripura",1999,0.521
"1163","Tripura",2000,0.524
"1164","Tripura",2001,0.526
"1165","Tripura",2002,0.53
"1166","Tripura",2003,0.541
"1167","Tripura",2004,0.548
"1168","Tripura",2005,0.555
"1169","Tripura",2006,0.561
"1170","Tripura",2007,0.572
"1171","Tripura",2008,0.581
"1172","Tripura",2009,0.588
"1173","Tripura",2010,0.599
"1174","Tripura",2011,0.615
"1175","Tripura",2012,0.625
"1176","Tripura",2013,0.627
"1177","Tripura",2014,0.633
"1178","Tripura",2015,0.636
"1179","Tripura",2016,0.642
"1180","Tripura",2017,0.637
"1181","Tripura",2018,0.626
"1182","Tripura",2019,0.617
"1183","Tripura",2020,0.617
"1184","Tripura",2021,0.612
"1185","Tripura",2022,0.624
"1186","Tripura",2023,0.6235
"1187","Tripura",2024,0.623
"1188","Tripura",2025,0.6225
"1189","Uttar Pradesh",1990,0.398
"1190","Uttar Pradesh",1991,0.401
"1191","Uttar Pradesh",1992,0.405
"1192","Uttar Pradesh",1993,0.411
"1193","Uttar Pradesh",1994,0.417
"1194","Uttar Pradesh",1995,0.423
"1195","Uttar Pradesh",1996,0.43
"1196","Uttar Pradesh",1997,0.436
"1197","Uttar Pradesh",1998,0.442
"1198","Uttar Pradesh",1999,0.45
"1199","Uttar Pradesh",2000,0.455
"1200","Uttar Pradesh",2001,0.46
"1201","Uttar Pradesh",2002,0.466
"1202","Uttar Pradesh",2003,0.479
"1203","Uttar Pradesh",2004,0.487
"1204","Uttar Pradesh",2005,0.496
"1205","Uttar Pradesh",2006,0.505
"1206","Uttar Pradesh",2007,0.512
"1207","Uttar Pradesh",2008,0.516
"1208","Uttar Pradesh",2009,0.519
"1209","Uttar Pradesh",2010,0.526
"1210","Uttar Pradesh",2011,0.536
"1211","Uttar Pradesh",2012,0.541
"1212","Uttar Pradesh",2013,0.548
"1213","Uttar Pradesh",2014,0.56
"1214","Uttar Pradesh",2015,0.568
"1215","Uttar Pradesh",2016,0.579
"1216","Uttar Pradesh",2017,0.591
"1217","Uttar Pradesh",2018,0.596
"1218","Uttar Pradesh",2019,0.604
"1219","Uttar Pradesh",2020,0.603
"1220","Uttar Pradesh",2021,0.598
"1221","Uttar Pradesh",2022,0.609
"1222","Uttar Pradesh",2023,0.61225
"1223","Uttar Pradesh",2024,0.6155
"1224","Uttar Pradesh",2025,0.61875
"1225","Uttarakhand",1990,0.627
"1226","Uttarakhand",1991,0.63
"1227","Uttarakhand",1992,0.636
"1228","Uttarakhand",1993,0.634
"1229","Uttarakhand",1994,0.629
"1230","Uttarakhand",1995,0.626
"1231","Uttarakhand",1996,0.624
"1232","Uttarakhand",1997,0.621
"1233","Uttarakhand",1998,0.619
"1234","Uttarakhand",1999,0.619
"1235","Uttarakhand",2000,0.62
"1236","Uttarakhand",2001,0.62
"1237","Uttarakhand",2002,0.623
"1238","Uttarakhand",2003,0.635
"1239","Uttarakhand",2004,0.641
"1240","Uttarakhand",2005,0.647
"1241","Uttarakhand",2006,0.653
"1242","Uttarakhand",2007,0.648
"1243","Uttarakhand",2008,0.641
"1244","Uttarakhand",2009,0.633
"1245","Uttarakhand",2010,0.631
"1246","Uttarakhand",2011,0.632
"1247","Uttarakhand",2012,0.629
"1248","Uttarakhand",2013,0.636
"1249","Uttarakhand",2014,0.647
"1250","Uttarakhand",2015,0.655
"1251","Uttarakhand",2016,0.666
"1252","Uttarakhand",2017,0.673
"1253","Uttarakhand",2018,0.672
"1254","Uttarakhand",2019,0.675
"1255","Uttarakhand",2020,0.675
"1256","Uttarakhand",2021,0.669
"1257","Uttarakhand",2022,0.681
"1258","Uttarakhand",2023,0.68325
"1259","Uttarakhand",2024,0.6855
"1260","Uttarakhand",2025,0.68775
"1261","West Bengal",1990,0.443
"1262","West Bengal",1991,0.446
"1263","West Bengal",1992,0.452
"1264","West Bengal",1993,0.456
"1265","West Bengal",1994,0.462
"1266","West Bengal",1995,0.468
"1267","West Bengal",1996,0.475
"1268","West Bengal",1997,0.481
"1269","West Bengal",1998,0.487
"1270","West Bengal",1999,0.495
"1271","West Bengal",2000,0.499
"1272","West Bengal",2001,0.502
"1273","West Bengal",2002,0.506
"1274","West Bengal",2003,0.518
"1275","West Bengal",2004,0.525
"1276","West Bengal",2005,0.532
"1277","West Bengal",2006,0.54
"1278","West Bengal",2007,0.547
"1279","West Bengal",2008,0.552
"1280","West Bengal",2009,0.556
"1281","West Bengal",2010,0.564
"1282","West Bengal",2011,0.575
"1283","West Bengal",2012,0.582
"1284","West Bengal",2013,0.59
"1285","West Bengal",2014,0.603
"1286","West Bengal",2015,0.613
"1287","West Bengal",2016,0.625
"1288","West Bengal",2017,0.63
"1289","West Bengal",2018,0.627
"1290","West Bengal",2019,0.628
"1291","West Bengal",2020,0.628
"1292","West Bengal",2021,0.623
"1293","West Bengal",2022,0.635
"1294","West Bengal",2023,0.637
"1295","West Bengal",2024,0.639
"1296","West Bengal",2025,0.641
